Date,DHLn.DE,PERP.PA,NDAFI.HE,AIRP.PA,IBE.MC,SIEGn.DE,SAN.MC,VOWG_p.DE,SAPG.DE,CRDI.MI,AD.AS,BNPP.PA,DTEGn.DE,SASY.PA,ESLX.PA,ASML.AS,DB1Gn.DE,ADYEN.AS,STLAM.MI,IFXGn.DE,NOKIA.HE,BBVA.MC,ALVG.DE,SAF.PA,OREP.PA,SGEF.PA,HRMS.PA,BMWG.DE,TTEF.PA,ENI.MI,WLSNc.AS,PRTP.PA,BAYGn.DE,BASFn.DE,ENEI.MI,PRX.AS,AIR.PA,SCHN.PA,MUVGn.DE,DANO.PA,RACE.MI,LVMH.PA,MBGn.DE,AXAF.PA,INGA.AS,ITX.MC,ISP.MI,ADSGn.DE,SGOB.PA,ABI.BR
2023-04-24,43.69,216.6,10.474,148.43637848,10.966893686938938,145.66,3.5415,122.0,119.88,18.864,31.585,59.14,22.06,102.82,184.78,573.3,182.95,1446.4,14.938,34.115,3.8695,6.814,223.75,142.42,437.2,111.08,2014.0,101.16,58.21,13.818,122.4,584.8,60.43,50.24,6.028,30.762539999999998,127.45619712000001,153.24,338.1,60.11,254.5,902.0,69.89,29.32,11.824,31.32,2.507,161.36,51.18,59.82
2023-04-25,42.585,217.4,10.31,148.43637848,10.976171938789141,147.38,3.33,120.74,122.58,18.354,31.62,57.73,22.23,104.62,184.84,563.8,186.3,1426.4,14.754,33.835,3.7935,6.648,224.1,142.06,432.4,108.7,1992.6,101.44,57.65,13.614,122.0,585.2,60.43,50.16,6.056,30.367971999999998,125.1304992,155.92,337.6,60.44,254.3,889.4,69.76,29.285,11.5,31.38,2.461,160.1,50.68,60.08
2023-04-26,42.03,216.2,10.316,146.16365098,10.985450190639341,145.68,3.294,121.22,121.7,18.0,31.36,57.61,22.23,102.5,182.64,556.6,183.15,1425.6,14.67,33.915,3.8275,6.682,223.2,139.76,427.7,111.44,1961.6,101.0,58.4,13.746,119.55,571.8,60.11,50.15,6.09,30.7396,123.32162303999999,151.92,335.2,60.35,251.6,875.4,70.06,29.27,11.22,31.52,2.434,159.24,50.45,60.21
2023-04-27,42.905,215.0,10.136,147.61819658,10.976171938789141,147.36,3.283,122.0,123.62,18.638,31.415,58.74,22.26,101.82,180.18,564.2,169.0,1456.2,14.754,32.4,3.802,6.89,226.25,140.1,433.75,111.14,1974.4,100.64,56.87,13.482,119.45,579.8,59.72,47.995,6.165,31.056171999999997,124.77269952,157.84,336.9,59.46,251.3,877.1,70.06,29.455,11.394,30.99,2.458,158.12,51.09,59.69
2023-04-28,43.52,209.4,10.05,148.34546938,10.92978067953813,148.9,3.1865,123.68,122.86,17.94,31.22,58.59,21.88,100.0,179.4,573.5,172.9,1452.0,15.0,32.905,3.842,6.65,227.45,140.94,432.75,112.2,1966.8,101.44,57.94,13.746,120.15,579.7,59.76,46.85,6.199,31.138756,126.36292032,157.82,340.5,59.99,252.3,871.0,70.58,29.57,11.2,31.16,2.3845,159.44,52.42,59.1
2023-05-02,43.365,211.4,9.796,147.23637836,10.906585049912627,147.32,3.104,123.24,121.96,17.626,31.425,56.96,21.37,97.17,180.24,572.9,171.9,1427.2,14.738,33.53,3.7545,6.404,222.35,138.86,430.75,108.74,1953.6,100.58,55.0,13.17,114.35,562.8,57.2,45.185,6.098,30.730424,124.59379968,156.02,335.2,60.08,249.3,868.7,69.56,28.84,11.02,30.83,2.3285,159.22,51.32,58.3
2023-05-03,43.84,212.3,9.691,148.0000148,10.88338942028712,149.48,3.12,124.22,123.36,18.288,31.38,56.29,21.28,97.91,182.78,575.3,173.15,1408.4,14.462,33.355,3.7365,6.29,223.35,139.58,428.7,109.58,1994.2,101.02,54.63,13.038,115.15,566.6,57.2,46.36,6.099,30.478084000000003,123.6396672,157.86,339.6,60.42,253.1,879.2,70.25,28.795,10.968,31.03,2.369,156.66,51.43,58.03
2023-05-04,43.13,214.9,9.596,147.94546934000002,10.990089316564445,148.5,3.057,124.96,121.92,18.058,31.105,55.94,21.365,99.15,182.82,577.3,176.15,1398.0,14.36,32.75,3.695,6.18,220.95,137.3,421.2,108.58,1980.2,103.8,54.66,12.974,111.25,558.5,58.1,45.895,6.087,30.2808,121.3537248,156.04,335.8,60.34,265.0,873.7,65.06,28.145,10.81,31.43,2.3455,156.42,50.8,59.48
2023-05-05,41.875,214.5,9.75,148.5454694,10.948337183238534,150.48,3.149,127.16,122.18,18.94,31.315,57.89,21.41,101.56,183.86,585.6,175.75,1433.4,14.726,33.185,3.7625,6.29,215.95,137.7,424.45,109.08,1993.8,107.54,56.13,13.57,108.75,561.4,58.7,47.525,6.162,30.900179999999995,121.45311360000001,158.64,338.1,60.39,269.5,876.9,66.68,28.86,11.206,31.67,2.432,170.34,52.1,58.72
2023-05-08,42.06,216.9,9.789,148.50910576,10.948337183238534,149.82,3.187,127.12,123.0,18.98,31.295,58.29,21.3,100.26,184.42,591.3,174.95,1443.8,14.82,33.2,3.773,6.388,217.0,137.44,428.3,109.84,2009.5,108.92,56.2,13.644,108.2,564.5,58.31,46.98,6.119,30.712072,120.51885888000001,158.8,330.3,60.48,268.9,884.5,66.68,27.655,11.336,32.06,2.463,169.7,52.47,58.78
2023-05-09,42.04,214.6,9.553,148.6363785,10.93905893138833,150.64,3.185,126.4,122.6,19.062,31.805,58.42,21.385,100.84,183.08,584.5,175.15,1415.0,14.942,32.945,3.7605,6.31,215.9,137.5,422.7,109.8,1988.2,108.72,55.45,13.52,111.3,549.2,58.33,46.845,6.112,29.097096,120.87665856000001,155.4,335.8,58.81,269.9,880.4,67.15,27.545,11.182,31.43,2.4565,165.5,52.63,58.2
2023-05-10,41.625,213.1,9.407,147.272742,10.925141553613027,149.16,3.1435,126.68,122.68,18.802,31.08,57.92,21.25,98.81,184.18,599.6,172.85,1406.8,14.97,33.4,3.756,6.302,212.35,138.98,417.2,109.38,1959.8,108.72,55.59,13.432,111.3,541.5,58.29,47.125,6.093,29.629303999999998,120.9561696,155.56,327.3,58.21,268.0,872.3,67.66,27.16,11.062,31.23,2.4155,163.72,52.84,56.45
2023-05-11,41.115,215.0,9.484,147.92728752,10.920502427687927,148.86,3.139,119.64,122.3,18.866,31.015,57.35,21.54,99.16,185.7,593.3,172.5,1457.0,14.91,33.175,3.7275,6.538,211.6,139.48,423.7,108.68,1988.8,108.4,54.87,13.194,110.85,544.9,53.94,47.11,6.044,30.106456,120.57849216,157.12,324.9,59.02,269.4,887.6,67.77,26.925,11.498,31.3,2.4015,167.14,53.05,56.51
2023-05-12,41.18,214.1,9.488,148.8181967,11.008645820264848,150.1,3.1425,119.24,121.28,18.872,31.025,58.49,21.66,99.3,186.14,596.6,174.0,1436.0,14.946,33.77,3.7625,6.598,212.0,140.0,421.1,109.24,1975.4,99.41,55.76,13.386,110.3,545.4,53.73,47.1,6.058,29.808235999999997,122.0494464,158.16,327.0,59.09,272.4,885.4,67.86,26.945,11.692,31.49,2.428,164.84,53.51,56.28
2023-05-15,40.905,214.1,9.635,145.96365096,10.985450190639341,150.62,3.148,118.74,120.34,18.77,31.03,58.64,21.84,99.68,184.76,595.6,171.8,1437.6,14.862,33.445,3.786,6.322,210.55,139.64,421.2,109.22,1979.2,100.08,55.88,13.346,109.8,551.4,53.3,47.725,6.018,31.225928,122.30785728000001,158.46,325.3,59.1,270.3,881.1,68.0,27.6,11.682,31.25,2.4205,166.18,54.09,56.28
2023-05-16,40.75,213.3,9.606,145.03637813999998,10.990089316564445,149.6,3.1395,116.6,121.32,18.866,31.17,58.43,22.01,100.34,186.56,604.2,171.5,1418.8,14.692,34.2,3.7285,6.3,209.05,142.4,419.55,109.7,1976.0,99.57,55.14,13.23,108.8,546.5,53.65,47.105,6.02,31.1984,125.46842111999999,158.38,322.6,59.19,270.8,876.0,67.4,27.76,11.794,30.92,2.41,162.12,52.94,55.56
2023-05-17,40.86,210.4,9.568,145.0909236,10.818441657335702,153.42,3.158,116.52,122.34,18.936,30.9,58.63,21.835,98.86,186.16,608.4,165.15,1414.0,14.84,34.405,3.728,6.368,208.9,143.86,415.5,110.62,1979.0,100.14,55.19,13.396,108.25,542.0,53.79,46.925,5.978,31.97836,127.41644159999998,159.52,327.6,58.63,270.3,874.4,68.38,27.645,11.932,31.28,2.403,162.64,53.19,54.36
2023-05-18,41.79,211.3,,146.63637830000002,10.674628753657569,157.74,3.1755,120.3,124.04,19.048,30.835,59.64,21.79,99.86,186.38,640.6,167.0,1421.8,15.146,35.765,,6.464,210.05,143.2,417.0,110.18,1983.8,102.5,55.69,13.34,109.1,544.8,54.11,47.455,5.901,31.1984,128.0127744,162.12,330.5,58.45,273.6,872.5,70.5,27.745,12.072,31.32,2.3895,164.44,54.44,54.76
2023-05-19,42.23,212.0,9.626,148.10910571999997,10.790606901785097,159.78,3.2,120.2,124.48,19.01,30.74,59.85,21.855,101.62,183.42,643.4,168.95,1454.8,15.432,35.955,3.813,6.492,212.25,143.14,421.6,110.9,2002.5,103.38,56.12,13.45,108.75,535.1,54.59,47.605,6.009,31.056171999999997,128.45008512,164.6,339.5,58.75,275.9,874.3,71.18,27.765,12.02,31.39,2.4165,159.02,55.4,54.85
2023-05-22,42.44,213.4,9.619,147.69092386,10.781328649934895,157.92,3.2295,120.52,123.7,19.102,30.67,57.31,21.73,100.3,180.22,643.2,168.65,1526.6,15.322,35.955,3.807,6.504,211.6,143.36,418.75,110.3,2022.5,104.04,55.92,13.27,108.35,542.0,53.92,47.285,6.039,31.17546,127.41644159999998,165.44,333.7,58.4,278.8,878.2,71.4,27.745,12.05,31.65,2.341,162.22,55.31,54.5
2023-05-23,42.085,211.9,9.615,145.45456,10.8045242795604,155.44,3.225,121.16,121.82,19.126,30.69,57.08,21.875,101.1,177.16,635.0,167.0,1502.6,15.238,35.655,3.813,6.492,211.6,139.88,412.6,109.68,1890.2,104.48,57.02,13.364,107.95,525.9,54.05,47.465,6.031,30.629488000000002,125.50817664,163.28,336.8,58.27,269.5,834.2,71.26,27.86,12.214,31.07,2.342,159.28,54.85,54.51
2023-05-24,41.21,210.0,9.465,143.49092344,10.762772146234491,152.26,3.1415,119.32,120.22,18.324,30.675,56.04,21.74,100.88,175.04,621.7,165.65,1460.4,14.62,33.725,3.727,6.34,205.9,136.58,404.0,108.46,1886.4,102.6,56.86,13.368,107.8,513.5,53.96,46.425,5.965,29.996343999999997,123.04333439999999,157.66,330.1,57.52,265.5,817.1,69.92,27.16,11.998,30.77,2.252,154.08,53.31,53.44
2023-05-25,41.29,208.8,9.41,143.40001434,10.563289731455145,153.64,3.155,118.14,120.8,18.686,30.375,56.18,21.14,98.5,174.4,652.6,163.15,1488.4,14.47,33.095,3.7325,6.416,205.6,137.14,406.65,107.8,1914.8,102.78,55.0,13.046,105.8,510.4,53.38,45.915,5.88,29.230148,123.77881152,161.22,332.3,57.16,266.8,823.4,70.25,26.965,11.95,30.8,2.251,153.96,53.44,53.01
2023-05-26,42.14,210.3,9.498,144.85455994,10.660711375882268,156.68,3.197,119.76,122.64,18.708,30.425,56.31,21.04,99.4,176.92,682.1,164.8,1528.4,14.772,34.545,3.8115,6.48,207.4,139.06,411.0,108.36,1959.2,104.46,55.76,13.192,107.5,517.7,54.4,46.91,5.954,29.688947999999996,124.91184384,164.0,334.0,57.16,271.7,843.5,71.44,27.095,12.136,31.13,2.245,155.44,53.62,53.17
2023-05-29,41.84,210.9,9.412,145.14546905999998,10.632876620331663,156.0,3.1425,120.24,121.88,18.664,30.485,56.1,21.055,98.95,175.36,676.2,164.1,1497.2,14.75,34.63,3.811,6.4,207.75,139.18,408.15,108.52,1948.2,104.4,55.73,13.216,107.05,514.7,54.35,46.705,5.957,29.087919999999997,124.51428864,164.1,334.3,57.3,270.0,840.0,71.16,27.25,11.964,31.24,2.2255,154.32,53.63,52.95
2023-05-30,42.47,204.8,9.25,145.07274178,10.665350501807369,156.66,3.1105,118.8,122.08,18.574,29.885,55.29,20.77,94.31,174.98,683.1,163.7,1510.8,14.7,35.095,3.8125,6.358,207.35,137.76,404.2,107.52,1953.4,104.18,53.82,12.906,106.85,513.3,53.42,45.98,6.012,28.95028,123.67942271999999,164.6,333.8,55.72,270.3,836.0,71.2,26.965,11.732,31.45,2.21,155.36,53.25,51.28
2023-05-31,42.05,202.1,9.177,142.40001424,10.577207109230448,153.34,3.045,116.58,122.18,17.914,29.66,54.01,20.745,94.88,168.44,671.5,161.5,1526.8,14.182,34.73,3.795,6.12,199.98,135.44,399.0,106.32,1901.8,101.92,53.08,12.45,106.8,498.35,52.14,44.415,5.858,28.248316,121.79103552000001,161.34,334.0,55.34,266.6,813.9,69.77,26.415,11.508,31.29,2.1555,151.5,51.8,49.91
2023-06-01,42.275,201.2,9.309,143.69092346,10.679267879582673,156.68,3.1145,118.08,122.88,18.732,29.395,54.47,21.045,94.21,166.6,677.2,163.55,1550.0,14.384,35.555,3.82,6.256,204.2,137.5,400.15,107.02,1908.6,103.5,53.79,12.788,111.0,496.2,51.9,44.85,5.958,29.046628000000002,125.17025472,163.2,339.7,55.35,271.3,805.8,70.56,26.775,11.676,31.45,2.23,150.74,52.59,50.32
2023-06-02,42.88,204.3,9.578,144.89092358,10.744215642534085,159.28,3.21,121.54,124.36,18.858,29.355,56.48,19.138,94.98,171.32,674.6,165.6,1582.0,14.786,35.805,3.835,6.49,210.15,139.04,407.8,107.58,1957.2,106.16,55.18,13.142,112.1,506.7,52.61,46.79,6.046,30.381736,127.59534144,165.62,342.6,56.06,279.1,830.9,72.24,27.255,11.97,32.15,2.2715,159.52,54.67,50.91
2023-06-05,42.5,199.2,9.491,143.85455984,10.734937390683886,158.52,3.183,122.54,123.08,18.418,29.55,55.92,19.436,95.33,167.22,675.2,163.1,1580.2,14.816,35.375,3.834,6.464,209.95,137.24,405.05,106.94,1918.8,106.44,54.85,13.102,112.55,501.9,52.12,46.535,5.997,30.129396,125.94548736,164.0,338.6,55.95,278.2,814.0,72.04,27.175,11.848,32.03,2.259,158.3,54.42,50.91
2023-06-06,42.24,200.6,9.586,143.43637798,10.841637286961209,158.36,3.209,124.04,123.4,18.7,29.535,56.47,19.254,96.37,167.76,669.2,163.7,1584.4,14.75,35.51,3.7815,6.478,210.5,136.94,403.4,106.96,1914.8,106.7,54.34,12.984,112.3,501.9,52.28,46.76,6.05,30.211979999999997,126.66108672,164.16,336.0,56.17,278.2,812.3,72.03,27.26,12.058,31.82,2.2855,159.68,55.08,51.15
2023-06-07,42.065,200.0,9.708,142.6363779,10.697824383283074,158.46,3.211,124.34,123.5,18.482,29.43,56.76,19.0,94.95,167.78,667.9,163.0,1595.0,14.964,36.59,3.8,6.488,208.85,135.36,400.45,107.68,1891.4,106.88,54.79,13.08,112.0,504.8,52.13,46.45,6.012,30.138571999999996,125.66719872,163.82,329.3,55.31,276.2,812.7,72.47,27.15,12.074,33.63,2.303,159.26,56.05,51.66
2023-06-08,42.43,199.5,9.741,142.45455969999998,10.618959242556357,158.76,3.227,125.76,123.6,18.658,29.45,57.01,18.858,95.44,168.36,662.7,163.95,1583.0,15.18,36.65,3.754,6.586,208.9,135.44,402.35,107.22,1903.2,107.96,55.03,13.116,113.45,502.5,51.95,46.87,6.074,30.413852000000002,125.76658752,163.98,329.4,54.68,276.6,818.0,73.0,27.06,12.19,33.37,2.324,159.02,56.35,50.86
2023-06-09,41.8,198.9,9.727,142.3636506,10.665350501807369,158.14,3.2015,126.28,123.2,18.35,29.16,56.07,19.046,95.4,167.82,666.6,164.8,1577.8,15.052,36.83,3.7805,6.51,207.95,136.64,402.2,106.7,1916.4,108.08,54.95,12.984,113.35,504.7,51.15,46.025,6.073,30.363384000000003,127.63509695999998,163.94,323.4,53.62,276.4,820.0,72.6,26.52,12.084,33.25,2.3095,160.0,55.82,51.17
2023-06-12,42.115,200.5,9.763,143.60001436000002,10.711741761058379,160.78,3.189,129.5,123.68,18.51,29.205,56.43,19.006,95.02,165.8,671.5,164.95,1586.0,15.296,37.825,3.7975,6.554,208.6,138.5,404.4,107.16,1974.0,110.14,53.95,12.83,114.35,509.7,51.11,46.295,6.111,30.730424,128.64886272,164.18,325.1,53.81,280.0,834.8,73.6,26.23,12.054,33.76,2.306,168.84,54.96,51.05
2023-06-13,42.975,201.9,9.857,144.41819626,10.642154872181864,164.46,3.192,130.84,125.26,18.516,29.48,56.68,18.902,93.93,167.5,680.6,166.95,1600.4,15.562,38.385,3.8505,6.532,208.95,139.28,406.35,106.74,1981.8,112.06,54.16,12.96,114.75,514.9,51.28,46.77,6.07,31.10664,129.24519551999998,166.24,325.2,53.84,279.5,841.9,74.38,26.38,12.174,34.11,2.312,172.8,56.67,51.46
2023-06-14,43.65,203.7,9.715,145.07274178,10.734937390683886,164.34,3.25,131.74,125.48,19.122,29.68,57.52,19.142,93.98,167.4,681.7,167.0,1625.0,15.766,38.86,3.89,6.776,209.75,138.44,412.2,108.76,1973.0,112.9,53.91,12.986,113.95,523.0,51.8,46.835,6.108,31.065347999999997,128.72837376,166.26,327.4,53.94,281.3,850.0,75.35,26.655,12.312,34.21,2.35,174.7,56.74,52.32
2023-06-15,44.17,202.8,9.73,145.7272873,10.75349389438429,165.78,3.194,130.08,124.78,18.846,29.61,56.29,19.364,94.26,166.48,673.8,169.25,1619.2,15.732,38.755,3.904,6.734,209.8,138.42,409.8,108.28,1950.2,112.52,53.75,13.05,115.05,516.4,51.81,46.355,6.098,31.597556,129.1060512,164.58,327.9,54.66,280.6,843.7,75.18,26.575,12.222,34.65,2.358,174.18,56.17,53.08
2023-06-16,44.18,203.3,9.913,152.67274254,10.966893686938938,163.78,3.2205,129.02,126.54,19.258,30.085,56.57,19.424,95.66,172.88,659.8,173.05,1579.8,15.858,38.065,3.941,6.79,210.3,140.46,414.95,110.48,1986.0,111.72,53.8,12.978,116.15,527.7,52.33,45.7,6.111,31.730607999999997,130.37822784,162.98,329.9,55.3,281.3,868.6,76.1,26.4,12.288,34.39,2.373,174.82,56.19,53.46
2023-06-19,44.23,201.1,9.804,146.8181965,10.860193790661615,163.3,3.212,127.98,125.16,19.696,29.795,56.81,19.31,94.49,170.34,661.2,167.7,1568.6,15.74,38.09,3.9075,6.798,210.0,142.9,412.45,106.06,1960.6,111.02,53.81,12.99,115.05,518.8,51.62,44.065,6.098,31.900364,130.67639423999998,163.12,328.5,54.91,281.2,853.4,75.54,26.37,12.3,33.9,2.3945,172.16,55.41,52.34
2023-06-20,44.04,199.1,9.794,146.83637832,11.082871835066465,161.52,3.193,126.1,124.58,19.9,29.955,56.73,19.242,97.97,168.44,656.4,167.7,1538.8,15.38,37.35,3.8805,6.74,209.25,143.04,412.9,107.12,1950.2,110.52,53.16,12.816,116.3,515.5,50.89,42.655,6.101,30.161512,131.21309376000002,161.08,330.5,55.13,280.3,846.0,75.05,26.305,12.244,34.11,2.3865,169.44,54.38,52.0
2023-06-21,42.895,196.75,9.908,146.25456008,10.971532812864037,160.38,3.204,125.02,123.0,20.55,29.815,57.04,19.236,98.03,167.9,646.0,167.0,1512.8,15.366,36.97,3.7915,6.77,208.9,141.7,408.05,106.1,1921.8,109.92,53.85,13.066,115.6,511.2,50.87,42.615,6.044,29.68436,128.98678464,160.36,328.9,56.25,281.0,838.3,74.05,26.26,12.298,34.36,2.406,176.68,54.24,51.68
2023-06-22,43.325,197.4,9.575,145.45456,10.906585049912627,160.52,3.156,123.0,123.1,20.255,29.805,55.72,19.434,97.62,168.62,651.9,166.1,1552.0,15.224,37.135,3.75,6.732,208.45,140.06,406.3,105.4,1905.6,109.1,52.51,12.886,116.7,513.0,50.5,42.375,6.044,29.487076,126.85986432,159.14,330.3,55.91,280.1,839.2,72.35,26.135,12.012,34.0,2.379,181.38,53.84,52.61
2023-06-23,43.19,196.75,,144.16365078,10.832359035111008,156.98,3.066,122.36,122.58,20.145,30.24,54.85,19.558,98.6,167.56,640.8,167.7,1540.2,15.116,35.705,,6.652,209.15,139.48,406.4,104.0,1901.4,108.62,52.05,12.796,117.3,502.2,50.5,42.235,6.057,28.853932,125.96536511999999,158.1,330.6,56.09,282.6,830.1,72.03,26.41,11.702,33.9,2.335,176.88,54.05,52.4
2023-06-26,43.0,196.75,9.617,145.20001452,10.818441657335702,155.48,3.0835,122.74,121.62,20.29,30.235,55.23,19.696,97.84,167.76,647.3,168.1,1541.0,15.184,35.865,3.738,6.748,209.2,139.16,403.95,104.06,1915.4,109.24,52.57,12.938,115.75,502.4,50.09,42.785,6.08,29.019099999999998,126.87974208,159.26,331.1,55.72,281.6,835.0,71.98,26.525,11.844,33.93,2.332,176.58,53.99,51.76
2023-06-27,43.5,197.15,9.624,146.07274188,10.93905893138833,157.56,3.1955,120.7,120.8,20.58,30.655,55.67,19.906,97.89,170.18,649.6,167.0,1551.8,15.314,35.475,3.7665,6.784,211.3,139.62,407.25,104.6,1915.4,108.06,52.0,12.746,115.6,505.7,50.26,43.11,6.137,30.826772,128.13204095999998,161.24,336.7,55.25,283.9,839.6,71.83,26.76,11.976,34.44,2.3615,173.56,54.43,51.52
2023-06-28,44.305,197.9,9.687,147.7272875,11.013284946189948,152.72,3.31,121.72,123.4,20.57,30.99,55.86,20.03,98.84,173.94,664.7,166.75,1597.8,15.47,36.07,3.851,6.854,211.65,141.42,414.5,105.28,1935.4,109.88,52.02,12.802,116.2,500.0,50.3,44.075,6.148,30.835947999999995,129.66262848,162.88,338.1,55.39,291.3,849.7,72.54,26.8,12.016,34.47,2.3635,172.46,55.18,51.36
2023-06-29,44.195,199.75,9.797,148.3636512,10.999367568414645,150.58,3.3415,122.42,123.38,21.12,30.985,56.79,19.93,97.78,168.7,668.4,167.4,1568.8,16.02,36.635,3.843,6.958,211.05,142.26,419.7,105.62,1962.0,111.04,51.93,12.888,115.2,501.3,50.51,44.04,6.137,30.317504,129.86140608,162.98,338.7,55.44,296.0,855.0,72.98,26.74,12.184,34.99,2.386,173.52,55.05,51.07
2023-06-30,44.73,202.4,9.966,149.27274219999998,11.087510960991565,152.54,3.385,122.94,125.14,21.265,31.26,57.72,19.976,98.2,172.6,663.0,169.1,1585.8,16.09,37.785,3.8355,7.032,213.2,143.46,427.1,106.38,1990.0,112.52,52.55,13.182,116.3,505.6,50.67,44.47,6.168,30.790067999999998,131.55101568,166.46,343.6,56.14,299.5,863.0,73.67,27.025,12.338,35.46,2.4,177.78,55.73,51.83
2023-07-03,45.16,201.3,10.062,149.47274222,11.268436872070508,148.78,3.44,123.78,123.12,21.49,31.585,58.43,19.946,98.26,170.5,666.1,168.6,1576.4,16.292,37.17,3.9245,7.09,213.75,141.76,423.55,106.68,1957.0,112.2,53.5,13.412,114.3,504.0,50.57,44.735,6.24,30.900179999999995,131.80942656,163.2,342.1,56.4,296.3,854.9,73.62,27.22,12.536,35.2,2.437,176.62,55.89,52.48
2023-07-04,45.3,204.2,9.965,148.4545603,11.286993375770912,147.0,3.3805,123.52,123.4,21.13,31.46,57.89,19.96,97.73,170.74,669.1,170.6,1584.6,16.256,37.405,3.911,7.024,213.2,140.04,424.0,106.44,1952.4,111.82,53.63,13.464,114.5,506.0,50.57,44.685,6.339,31.129579999999997,130.51737215999998,161.34,338.9,55.91,294.6,856.7,72.75,26.97,12.552,35.29,2.4205,178.64,55.73,52.17
2023-07-05,44.77,200.5,9.917,145.94546914,10.976171938789141,145.84,3.3475,123.62,122.98,21.35,31.53,57.34,19.938,97.96,173.52,659.3,167.75,1530.0,16.16,36.675,3.8765,6.958,207.55,139.64,421.8,105.06,1932.6,112.4,52.7,13.37,115.45,491.4,50.43,44.09,6.21,30.404676,132.10759295999998,160.72,335.3,56.29,295.8,847.5,73.57,26.0,12.49,35.45,2.409,174.42,54.82,52.29
2023-07-06,43.575,197.7,9.727,140.94546864,10.841637286961209,142.22,3.2445,121.36,121.36,20.845,31.435,54.76,19.616,95.03,169.12,639.8,162.8,1466.2,15.878,35.17,3.831,6.84,203.2,134.58,408.1,102.02,1840.0,108.02,50.58,13.034,114.3,475.5,48.62,43.07,6.038,28.9044,128.68861823999998,156.7,326.8,55.54,287.5,816.0,71.42,25.445,12.222,34.07,2.3405,164.74,52.99,50.87
2023-07-07,43.96,196.4,9.752,140.70910498,10.65820604472406,142.62,3.264,122.36,121.44,21.28,31.21,55.12,19.5,93.95,170.98,640.4,161.2,1462.0,16.208,35.745,3.823,6.894,204.0,134.84,402.65,102.4,1862.2,107.14,51.1,13.052,109.6,477.6,48.76,45.25,6.097,29.45496,130.2987168,156.92,327.9,55.26,288.2,825.4,71.95,25.35,12.378,34.08,2.349,166.62,53.68,50.63
2023-07-10,43.98,196.5,9.73,141.76365054,10.60579644861679,144.38,3.276,122.04,122.32,21.295,31.235,55.35,19.48,94.31,171.0,645.2,161.3,1475.0,16.266,36.28,3.821,6.878,205.85,136.84,405.95,102.76,1876.6,107.48,51.23,13.12,109.6,480.75,49.535,44.965,6.076,29.418256,131.23297151999998,158.18,326.9,55.08,289.5,830.9,71.91,25.43,12.296,34.31,2.357,167.34,54.28,50.68
2023-07-11,44.505,197.85,9.814,141.78183236,10.60579644861679,145.98,3.3345,122.74,123.12,21.28,30.79,56.16,19.45,94.37,171.52,635.1,159.85,1495.6,16.344,36.45,3.845,6.942,207.85,136.22,409.05,103.7,1914.2,106.48,51.99,13.234,108.95,488.25,49.81,45.575,6.12,29.693535999999998,131.43174912,160.6,328.8,55.02,290.1,849.3,72.38,25.815,12.65,34.44,2.3805,171.62,56.45,50.92
2023-07-12,45.49,199.1,9.953,144.38183261999998,10.715380149568354,149.26,3.4735,123.56,125.48,21.68,30.625,56.7,19.63,93.64,174.86,654.0,162.5,1519.6,16.728,37.6,3.876,7.106,211.1,138.38,414.25,105.1,1948.6,107.4,52.57,13.534,110.3,498.7,49.945,46.735,6.23,30.927708,132.64429248000002,165.36,331.7,55.28,289.6,866.7,72.61,26.605,12.85,34.93,2.408,174.14,57.91,51.59
2023-07-13,45.755,201.0,10.176,145.41819636,10.815434833045872,150.5,3.4905,123.9,127.92,21.95,30.395,57.01,19.768,93.18,175.06,663.0,162.35,1552.8,16.812,38.45,3.9085,7.092,212.15,138.74,418.1,105.54,1964.8,107.0,52.64,13.62,112.05,501.6,50.63,46.43,6.33,31.781076,133.7773248,161.94,334.7,55.51,288.8,877.3,72.8,26.665,12.954,34.83,2.444,174.02,57.7,51.79
2023-07-14,45.9,202.6,10.14,146.23637826,10.782083271886702,150.6,3.4605,123.16,128.72,21.79,30.69,56.65,19.88,93.7,176.1,684.9,164.45,1567.6,16.706,38.575,3.541,7.08,210.35,137.06,421.6,106.42,1996.2,106.76,51.28,13.426,113.4,500.0,50.31,45.36,6.238,31.767311999999997,132.20698176000002,162.24,331.6,55.63,292.9,892.3,72.43,26.34,12.866,35.04,2.4305,173.26,57.71,51.75
2023-07-17,45.825,199.8,10.332,144.94546904,10.691557605883233,149.92,3.4485,122.06,128.4,22.02,30.875,56.71,19.752,94.16,175.08,664.7,164.5,1547.2,16.604,37.94,3.4515,7.098,210.2,137.0,413.95,105.52,1912.2,106.8,50.96,13.294,113.25,490.25,50.22,45.21,6.23,31.372743999999997,132.70392576,160.44,335.4,55.21,292.1,859.0,72.52,26.46,12.89,35.15,2.435,172.64,57.63,51.29
2023-07-18,45.88,199.2,10.302,144.94546904,10.653441535987035,150.2,3.51,122.72,128.22,22.07,30.725,57.61,19.398,95.94,175.56,664.2,164.55,1545.8,16.604,37.85,3.507,7.162,210.8,138.46,408.35,106.0,1885.8,107.1,51.56,13.43,112.8,494.0,51.4,46.64,6.277,30.909356000000002,133.22074752,161.12,336.8,55.38,289.0,859.3,72.47,26.575,13.02,34.91,2.466,173.44,57.89,51.48
