Date,ABI.BR,AD.AS,ADSGn.DE,ADYEN.AS,AIR.PA,AIRP.PA,ALVG.DE,ASML.AS,AXAF.PA,BASFn.DE,BAYGn.DE,BBVA.MC,BMWG.DE,BNPP.PA,CRDI.MI,DANO.PA,DB1Gn.DE,DHLn.DE,DTEGn.DE,ENEI.MI,ENI.MI,ESLX.PA,HRMS.PA,IBE.MC,IFXGn.DE,INGA.AS,ISP.MI,ITX.MC,LVMH.PA,MBGn.DE,MUVGn.DE,NDAFI.HE,NOKIA.HE,OREP.PA,PERP.PA,PRTP.PA,PRX.AS,RACE.MI,SAF.PA,SAN.MC,SAPG.DE,SASY.PA,SCHN.PA,SGEF.PA,SGOB.PA,SIEGn.DE,STLAM.MI,TTEF.PA,VOWG_p.DE,WLSNc.AS
2023-01-16,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,918478694.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-17,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-18,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-19,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-20,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-23,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-24,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,402601613.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-25,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,503191119.0,1069837447.0,140098931.0,3932780127.0,5634993604.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1179579340.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-26,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3932780127.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-27,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3932780127.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-30,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,2211080878.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3932780127.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-01-31,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6540253181.0,661399500.0,1233609675.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3932780127.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-01,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233609675.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3775764000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3932780127.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,247188318.0,426786275.0,17063000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-02,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233609675.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252542734.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-03,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233609675.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-06,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233609675.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-07,1981024587.0,1011338000.0,191594855.0,30957086.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183618782.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2606588225.0,501295263.0,258192454.0
2023-02-08,1981024587.0,1011338000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535412360.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,567580593.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-09,1981024587.0,1011338000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10161790794.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-10,1981024587.0,1011338000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-13,1981024587.0,1011338000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-14,1981024587.0,1011338000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,124068705.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-15,1981024587.0,977353000.0,191594855.0,30986299.0,785628955.0,573618408.16,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,556576560.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-16,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,408219153.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,104644259.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,426786275.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-17,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,401589162.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,105460940.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,424558781.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-20,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,401589162.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,105460940.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,424558781.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-21,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,401589162.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,638090890.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,105460940.0,6978137299.58,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,424558781.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3132827277.0,2481943618.0,501295263.0,258192454.0
2023-02-22,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,401589162.0,394589411.0,2355750345.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,639607931.0,183738945.0,1223811978.0,4971940868.0,10159526151.0,3539756675.0,441060159.0,105460940.0,6487952549.35,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,424558781.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3144425377.0,2481943618.0,501295263.0,248714621.0
2023-02-23,1981024587.0,977353000.0,191594855.0,30986299.0,787557508.0,574450077.55,401589162.0,394589411.0,2264539025.0,893854929.0,982424082.0,6024631150.0,661399500.0,1233450005.0,1935269741.0,639607931.0,183738945.0,1223811978.0,4972701341.0,10159526151.0,3345390143.0,445327583.0,105460940.0,6487952549.35,1302231236.0,3619144000.0,19399833528.0,3112425695.0,501076940.0,1069837447.0,140098931.0,3640600000.0,5587016037.0,535186562.0,256967901.0,122220370.0,6836927094.59,245297411.0,424558781.0,16551000000.0,1167117547.0,1252640466.0,559114666.0,563596521.0,521270908.0,792545829.0,3144425377.0,2481943618.0,501295263.0,248714621.0
